,color,id,male,species,name,breeds,mix,groups,FSS,Working Group,Terrier Group,Herding Group,Sporting Group,Hound Group,Non-Sporting Group,Toy Group,Bully Breed,Hound
15017,Brown Brindle/White,A701575,1.0,Dog,Hastings,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15018,Black/White,A701576,0.0,Dog,None,"['Dachshund', 'Chihuahua Shorthair']",True,"['Hound Group', 'Toy Group']",0,0,0,0,0,1,0,1,0,1
15019,Black/White,A701589,0.0,Dog,None,['Boston Terrier'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
15020,Black,A701597,0.0,Dog,Milli,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15021,Cream,A701598,1.0,Dog,Moby,['Australian Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15022,Brown Brindle,A701596,1.0,Dog,Bruce Bruce,['Presa Canario'],False,['FSS'],1,0,0,0,0,0,0,0,0,0
15023,Black/Brown,A701599,1.0,Dog,Apollo,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15024,Tan,A701602,1.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15025,Black/White,A701606,1.0,Dog,Luke,['Siberian Husky'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
15026,White/Brown,A701607,1.0,Dog,Rosco,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15027,Cream,A701611,0.0,Dog,None,['Dachshund Longhair'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
15028,Black/White,A701616,1.0,Dog,Jack Bauer,"['Great Dane', 'Australian Cattle Dog']",True,"['Herding Group', 'Working Group']",0,1,0,1,0,0,0,0,0,0
15029,Tan/White,A701617,0.0,Dog,Nala,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15030,Brown Brindle/White,A701626,0.0,Dog,Gabbie,['Boxer'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
15031,Gray/White,A701627,1.0,Dog,Gabe,['Blue Lacy'],False,[nan],0,0,0,0,0,0,0,0,0,0
15032,Brown,A701631,0.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15033,Black/White,A616374,0.0,Dog,Sasha,['Alaskan Husky'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
15034,Brown/White,A701639,1.0,Dog,Vader,"['Jack Russell Terrier', 'Beagle']",True,"['Hound Group', 'Terrier Group']",0,0,1,0,0,1,0,0,0,1
15035,Chocolate/White,A701641,0.0,Dog,Ellie,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
15036,Brown,A701651,1.0,Dog,Paul,"['Chihuahua Shorthair', 'Boxer']",True,"['Toy Group', 'Working Group']",0,1,0,0,0,0,0,1,0,0
15037,Black/White,A701653,0.0,Dog,Jada,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15038,White,A701662,1.0,Dog,Kokis,['Miniature Poodle'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
15039,Fawn,A701665,0.0,Dog,Mystic,['Greyhound'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
15040,Black/White,A701667,1.0,Dog,Atlas,['Greyhound'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
15041,Brown Brindle/White,A701664,1.0,Dog,Batman,['Greyhound'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
15042,Tan,A701669,0.0,Dog,Rainy R,['Greyhound'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
15043,Black/White,A701666,1.0,Dog,Zeppelin,['Greyhound'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
15044,Tan/Black,A701678,1.0,Dog,Brownie Jr,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15045,Black/White,A701676,1.0,Dog,Soda Pop,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15046,Brown,A701680,1.0,Dog,Bruno,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15047,Brown,A663856,0.0,Dog,Sancha,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15048,Red/Black,A701684,0.0,Dog,Roxy,['Chow Chow'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
15049,Black/Brown,A701686,1.0,Dog,Woofie,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15050,Black/White,A701690,1.0,Dog,Ozzy,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15051,Tricolor,A701694,0.0,Dog,Charlie,['Jack Russell Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15052,Red,A701691,1.0,Dog,Shadow,['Golden Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15053,Chocolate/White,A701695,1.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15054,Blue/White,A701698,0.0,Dog,Blue Belle,['Blue Lacy'],False,[nan],0,0,0,0,0,0,0,0,0,0
15055,Gold,A701701,1.0,Dog,Cooper,"['Miniature Poodle', 'Cocker Spaniel']",True,"['Non-Sporting Group', 'Sporting Group']",0,0,0,0,1,0,1,0,0,0
15056,White,A701640,0.0,Dog,Aphrodite,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15057,Tan,A701718,1.0,Dog,Hades,"['Pit Bull', 'Black Mouth Cur']",True,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15058,Tan/White,A701719,0.0,Dog,Lala,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15059,Black/White,A701727,1.0,Dog,Kingston,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
15060,Tan/White,A701729,0.0,Dog,Wiggles,"['Chihuahua Shorthair', 'Cairn Terrier']",True,"['Terrier Group', 'Toy Group']",0,0,1,0,0,0,0,1,0,0
15061,Blue/White,A701734,0.0,Dog,Makita,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15062,Blue/White,A701733,1.0,Dog,Mack,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15063,Black/Tan,A701745,1.0,Dog,Percy,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15064,Tan,A701742,1.0,Dog,Boots,['Chihuahua Longhair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15065,White/Black,A701740,1.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15066,Blue/White,A701728,1.0,Dog,Chico,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15067,Black/White,A701744,1.0,Dog,Blaze,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15068,Tricolor,A701755,1.0,Dog,Finn,"['Miniature Pinscher', 'Chihuahua Shorthair']",True,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15069,Black/White,A555113,1.0,Dog,Roper,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15070,Tan,A701756,0.0,Dog,Honey,"['Jack Russell Terrier', 'Chihuahua Shorthair']",True,"['Terrier Group', 'Toy Group']",0,0,1,0,0,0,0,1,0,0
15071,White,A701757,0.0,Dog,Alliah,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15072,White,A701761,1.0,Dog,None,['Great Pyrenees'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
15073,White/Brown,A701758,1.0,Dog,Zeus,"['Catahoula', 'American Bulldog']",True,"['Bully Breed', 'FSS']",1,0,0,0,0,0,0,0,1,0
15074,Cream,A701762,0.0,Dog,None,"['Miniature Poodle', 'Maltese']",True,"['Non-Sporting Group', 'Toy Group']",0,0,0,0,1,0,1,1,0,0
15075,White/Tan,A701763,0.0,Dog,Sammy,['Cairn Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15076,Black/White,A701764,1.0,Dog,Constable,"['Labrador Retriever', 'Border Collie']",True,"['Herding Group', 'Sporting Group']",0,0,0,1,1,0,0,0,0,0
15077,White,A701765,0.0,Dog,Angel,['Miniature Poodle'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
15078,Black/White,A701772,0.0,Dog,Dimond,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15079,Black/White,A701773,0.0,Dog,Sparkle,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15080,Buff,A701776,0.0,Dog,Lucy,['Pomeranian'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15081,White,A701777,1.0,Dog,Roscoe,['Australian Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15082,Brown,A701778,1.0,Dog,Macho,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15083,Brown Brindle/White,A701784,0.0,Dog,Bailey,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15084,Black/White,A701795,1.0,Dog,Butch,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15085,Black/White,A701796,1.0,Dog,Booker,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15086,White,A701802,1.0,Dog,Mr. Puff,['Miniature Poodle'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
15087,Black,A701731,1.0,Dog,Buster,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15088,Brown,A618412,1.0,Dog,Little Bit,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15089,Black,A701813,1.0,Dog,Papa,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15090,Chocolate/White,A701827,0.0,Dog,Coco,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15091,White/Black,A701846,0.0,Dog,Miss Fish,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15092,Brown Brindle,A701855,1.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15093,Black/White,A701856,0.0,Dog,Pepper,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15094,White/Brown,A701858,0.0,Dog,Peaches,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15095,Brown/Black,A701857,0.0,Dog,Rita,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15096,Tricolor,A701861,0.0,Dog,Mumu,['Rat Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15097,Red/Tan,A599639,1.0,Dog,Zeus,['Doberman Pinsch'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
15098,Tan,A701872,0.0,Dog,Angie,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15099,Tan,A701873,0.0,Dog,Chiquita,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15100,Black/Brown,A701878,0.0,Dog,Barbie,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15101,White,A701879,1.0,Dog,Puma,['Miniature Poodle'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
15102,White,A632028,0.0,Dog,Daisy,['Great Pyrenees'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
15103,Brown Brindle,A701844,1.0,Dog,Baxter,"['Plott Hound', 'Labrador Retriever']",True,"['Hound Group', 'Sporting Group']",0,0,0,0,1,1,0,0,0,1
15104,Tan/White,A636269,1.0,Dog,J.J.,"['Beagle', 'Rat Terrier']",True,"['Hound Group', 'Terrier Group']",0,0,1,0,0,1,0,0,0,1
15105,White/Brown,A701893,0.0,Dog,Katy,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15106,Red,A529310,0.0,Dog,Angel,['Vizsla'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15107,Red/Brown,A701897,1.0,Dog,Buddy,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15108,Tan/Black,A701898,0.0,Dog,Anita,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15109,Brown Brindle/White,A701902,1.0,Dog,Roscoe,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15110,Blue,A701901,0.0,Dog,Sasha,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15111,Fawn/White,A701913,0.0,Dog,Chanel,['American Staffordshire Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15112,Blue/White,A701910,0.0,Dog,Maia,['American Staffordshire Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15113,Black/Silver,A701912,1.0,Dog,Skinner,['Miniature Schnauzer'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15114,Black/Tan,A701917,0.0,Dog,Zena,['Australian Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15115,White/Tan,A701916,1.0,Dog,Walter,['Jack Russell Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15116,Tan,A701922,1.0,Dog,None,['Bruss Griffon'],False,[nan],0,0,0,0,0,0,0,0,0,0
15117,Black,A701932,0.0,Dog,Ashley,"['Labrador Retriever', 'German Shepherd']",True,"['Herding Group', 'Sporting Group']",0,0,0,1,1,0,0,0,0,0
15118,Yellow,A701930,0.0,Dog,Lola,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15119,Tricolor,A701931,1.0,Dog,Bruno,['Cardigan Welsh Corgi'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15120,White/Silver,A701933,1.0,Dog,Anderson,['Siberian Husky'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
15121,Blue/White,A701937,1.0,Dog,Azul,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15122,Red,A701941,1.0,Dog,Bootsy,['Queensland Heeler'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15123,Black/Tan,A701944,1.0,Dog,Spike,['Manchester Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15124,Brown,A701940,0.0,Dog,Sandy,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15125,Brown/White,A586049,1.0,Dog,Champ,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15126,Black/White,A701950,0.0,Dog,Concho,"['Dachshund', 'Bull Terrier']",True,"['Hound Group', 'Terrier Group']",0,0,1,0,0,1,0,0,0,1
15127,White,A701957,0.0,Dog,Sugar,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15128,Buff/White,A701955,0.0,Dog,None,['Cocker Spaniel'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15129,Black/White,A633660,1.0,Dog,Murica,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15130,Black,A701958,0.0,Dog,Layla,['Standard Schnauzer'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
15131,Black,A701903,1.0,Dog,Mambo,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15132,Black/White,A701961,0.0,Dog,None,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15133,White/Black,A697660,1.0,Dog,Buddy,"['Staffordshire', 'Bull Terrier']",True,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15134,Red,A701973,1.0,Dog,Mayer,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
15135,White/Blue,A701974,1.0,Dog,Lugh,['American Staffordshire Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15136,Black/Tan,A701978,1.0,Dog,None,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15137,Tan/Black,A701977,,Dog,None,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15138,Chocolate/White,A701991,0.0,Dog,Ursa,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15139,Tan,A701992,1.0,Dog,Tau,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15140,White/Brown,A701990,0.0,Dog,Bella,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15141,White/Blue,A701994,0.0,Dog,Maggie,"['Pit Bull', 'Pointer']",True,"['Bully Breed', 'Sporting Group']",0,0,0,0,1,0,0,0,1,0
15142,Brown Merle/White,A701899,1.0,Dog,Buddy,"['Pit Bull', 'Catahoula']",True,"['Bully Breed', 'FSS']",1,0,0,0,0,0,0,0,1,0
15143,Cream/Red,A701997,1.0,Dog,Dale,['Siberian Husky'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
15144,Buff/White,A701995,0.0,Dog,Blue,"['Labrador Retriever', 'German Shepherd']",True,"['Herding Group', 'Sporting Group']",0,0,0,1,1,0,0,0,0,0
15145,Black/White,A476054,0.0,Dog,Tula,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15146,Tan/Silver,A701999,0.0,Dog,Luna,"['Yorkshire Terrier', 'Miniature Poodle']",True,"['Non-Sporting Group', 'Toy Group']",0,0,0,0,1,0,1,1,0,0
15147,Tricolor,A702004,0.0,Dog,Diamond,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15148,White/Blue,A702000,0.0,Dog,Trina,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15149,Blue/White,A702001,1.0,Dog,Ace,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15150,White,A702002,0.0,Dog,Diamond,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15151,Black,A702003,1.0,Dog,Willie,['Miniature Schnauzer'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15152,Tan,A702007,1.0,Dog,Banjo,"['Pug', 'Beagle']",True,"['Hound Group', 'Toy Group']",0,0,0,0,0,1,0,1,0,1
15153,White/Red,A702006,0.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15154,Brown/White,A701972,0.0,Dog,Nata,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15155,Tricolor,A702013,0.0,Dog,None,['Rat Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15156,Blue/White,A702014,0.0,Dog,Diamond,['Blue Lacy'],False,[nan],0,0,0,0,0,0,0,0,0,0
15157,Tricolor,A702015,1.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15158,Chocolate,A702017,1.0,Dog,Ire,"['Labrador Retriever', 'Doberman Pinsch']",True,"['Sporting Group', 'Working Group']",0,1,0,0,1,0,0,0,0,0
15159,Fawn/White,A702027,1.0,Dog,Wilfred,['Boxer'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
15160,Black/Tan,A702029,0.0,Dog,Gogo,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15161,White/Brown,A702033,0.0,Dog,Hazel,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15162,Red,A702034,1.0,Dog,Rowdy,"['Dachshund', 'Chihuahua Shorthair']",True,"['Hound Group', 'Toy Group']",0,0,0,0,0,1,0,1,0,1
15163,White/Brown,A702031,1.0,Dog,Brimmer,['English Setter'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15164,Black/Brown,A702038,1.0,Dog,Cooper,['Australian Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15165,Tan/White,A702041,1.0,Dog,Marco,"['Chihuahua Shorthair', 'Beagle']",True,"['Hound Group', 'Toy Group']",0,0,0,0,0,1,0,1,0,1
15166,Brown Merle,A702043,0.0,Dog,Cookie,"['Australian Shepherd', 'Chihuahua Shorthair']",True,"['Herding Group', 'Toy Group']",0,0,0,1,0,0,0,1,0,0
15167,Brown,A702044,1.0,Dog,Scruffy,['Irish Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15168,Black/White,A702045,0.0,Dog,None,"['Border Collie', 'Labrador Retriever']",True,"['Herding Group', 'Sporting Group']",0,0,0,1,1,0,0,0,0,0
15169,Brown,A702051,0.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15170,White/Brown,A702055,0.0,Dog,Dakota,"['Labrador Retriever', 'Australian Cattle Dog']",True,"['Herding Group', 'Sporting Group']",0,0,0,1,1,0,0,0,0,0
15171,Black/White,A702056,1.0,Dog,Monty,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15172,Brown/White,A702064,0.0,Dog,None,"['Boxer', 'Pit Bull']",True,"['Bully Breed', 'Working Group']",0,1,0,0,0,0,0,0,1,0
15173,Chocolate,A702063,0.0,Dog,Chiqui,['Boxer'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
15174,Black/White,A544831,0.0,Dog,Ladybird,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15175,Yellow,A475812,0.0,Dog,Francis,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15176,White,A702069,1.0,Dog,George,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15177,Tan/White,A355519,0.0,Dog,Faith,['Greyhound'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
15178,Black/White,A702074,0.0,Dog,Annie,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15179,Brown,A702076,1.0,Dog,Baxter,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15180,Brown/White,A702075,1.0,Dog,Rocky,"['Rottweiler', 'Rhod Ridgeback']",True,"['FSS', 'Working Group']",1,1,0,0,0,0,0,0,0,0
15181,Fawn/White,A562221,0.0,Dog,Silver,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15182,White,A697141,0.0,Dog,Peaches,['English Bulldog'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
15183,Brown/White,A702078,1.0,Dog,Mad Max,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15184,Red,A702079,1.0,Dog,None,['Carolina Dog'],False,[nan],0,0,0,0,0,0,0,0,0,0
15185,Brown,A702083,1.0,Dog,Cudi,['Pug'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15186,Tan/Tan,A702085,0.0,Dog,Donut,['Cairn Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15187,White,A702086,1.0,Dog,Cane,"['Chinese Sharpei', 'American Bulldog']",True,"['Bully Breed', 'Non-Sporting Group']",0,0,0,0,1,0,1,0,1,0
15188,White/Tan,A702089,0.0,Dog,Lola,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15189,White,A701911,0.0,Dog,Princess,['Great Pyrenees'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
15190,Black/Tan,A702097,0.0,Dog,Bella,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15191,Brown/Black,A702098,1.0,Dog,Chewy,['Tibetan Spaniel'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
15192,Black/Cream,A702099,1.0,Dog,Hobbs,['Tibetan Spaniel'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
15193,Tan/White,A702101,1.0,Dog,Chico,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15194,Black/Yellow Brindle,A702102,1.0,Dog,Yogi Bear,['American Pit Bull Terrier'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15195,Tricolor,A702103,0.0,Dog,Phoebe,['Rat Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15196,White/Tan,A702105,1.0,Dog,Sparky,['Rat Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15197,Red/White,A702106,1.0,Dog,Tad,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
15198,Black/Tan,A702111,1.0,Dog,Popeye,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15199,Tan,A702123,0.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15200,Brown/White,A702131,1.0,Dog,Jake,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15201,Blue,A702133,1.0,Dog,Bo,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15202,Black/White,A702134,0.0,Dog,Monet,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15203,Black/Brown,A702135,1.0,Dog,Sparky,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15204,Black/White,A702140,1.0,Dog,Barkley,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15205,Black/Tan,A702141,1.0,Dog,Blue,"['Alaskan Husky', 'Australian Shepherd']",True,"['Herding Group', 'Working Group']",0,1,0,1,0,0,0,0,0,0
15206,Brown/White,A702151,0.0,Dog,None,"['Jack Russell Terrier', 'Beagle']",True,"['Hound Group', 'Terrier Group']",0,0,1,0,0,1,0,0,0,1
15207,White/Brown,A702152,0.0,Dog,None,"['Jack Russell Terrier', 'Beagle']",True,"['Hound Group', 'Terrier Group']",0,0,1,0,0,1,0,0,0,1
15208,Red,A702165,1.0,Dog,Buddy,['Australian Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15209,Tan,A702170,0.0,Dog,Granny,['Cardigan Welsh Corgi'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15210,Chocolate/Tan,A702168,1.0,Dog,Timmy,['Miniature Pinscher'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
15211,Red/Tan,A624026,0.0,Dog,Gretta,"['Vizsla', 'Catahoula']",True,"['FSS', 'Sporting Group']",1,0,0,0,1,0,0,0,0,0
15212,Black/Tan,A702172,1.0,Dog,Freddy,['Cairn Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
15213,Gold/White,A702173,0.0,Dog,Brayden,['Golden Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
15214,Blue/White,A702175,1.0,Dog,None,['American Bulldog'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
15215,Black/Tricolor,A702178,0.0,Dog,Bailey,['Australian Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
15216,White/Brown,A702180,1.0,Dog,Danny,['Jack Russell Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
